empty_slots,free_bikes,id,latitude,longitude,name,timestamp,extra.ebikes,extra.has_ebikes,extra.last_updated,extra.payment,extra.payment-terminal,extra.renting,extra.returning,extra.slots,extra.uid
9,2,0f8246e77098962beaa5e48211a7cff8,45.54710313981358,-73.54892447590828,de Chambly / de Rouen,2023-07-28T20:56:20.832000Z,0,True,1690577538,"['creditcard', 'key']",True,1,1,11,850
4,8,91a138f95bde5c11382cfd13a0592bb2,45.51601387670667,-73.56291957199574,BAnQ (Berri),2023-07-28T20:56:21.133000Z,0,True,1690577601,"['creditcard', 'key']",True,1,1,15,836
10,8,e71036c3bdeb0765305e4bb03bf53127,45.63131269772338,-73.61631497740746,Parc Ernest-Rouleau (Gouin),2023-07-28T20:56:20.833000Z,1,True,1690577762,"['creditcard', 'key']",True,1,1,19,852
17,7,03b603c4b20174089f79116554c9c199,45.49624140543275,-73.62983867526054,Hôpital Général Juif (de la Côte-Ste-Catherine / Légaré),2023-07-28T20:56:20.833000Z,7,True,1690577571,"['creditcard', 'key']",True,1,1,26,851
26,1,13644fc87d5bae7c6738fba71a62d02c,45.50398168549117,-73.62283945083618,CHU Ste-Justine (de la Côte Ste-Catherine / Hudson),2023-07-28T20:56:21.053000Z,1,True,1690577503,"['creditcard', 'key']",True,1,1,37,756
21,6,27064168fabfe462923c7d8fe7021aa6,45.59275253568305,-73.51035632193089,Parc Honoré-Mercier (Notre-Dame / Liébert),2023-07-28T20:56:21.315000Z,6,True,1690577556,"['creditcard', 'key']",True,1,1,27,855
10,5,44adc0060274b501029d4c79042c349c,45.52355020292929,-73.7138856947422,Keller / Cousineau,2023-07-28T20:56:21.332000Z,0,True,1690577544,"['creditcard', 'key']",True,1,1,15,849
12,7,5e4cc24a6bea5e106ac0ca40faaa7e69,45.59566584124368,-73.5596626996994,Parc d'Antioche (Place d'Antioche / St-Zotique),2023-07-28T20:56:20.972000Z,0,True,1690577638,"['creditcard', 'key']",True,1,1,19,799
13,2,94ad6ee5b193f8c17b3fdfaa82b5edb0,45.447821314280105,-73.71091783046722,Gare Lachine (Sir George Simpson / 48e avenue),2023-07-28T20:56:21.044000Z,0,True,1690577519,"['creditcard', 'key']",True,1,1,15,862
21,0,c8aba35f90d2eeada8a20ea7915c943a,45.529668174024685,-73.60166944563389,de Gaspé / Marmier,2023-07-28T20:56:21.091000Z,0,True,1690577479,"['creditcard', 'key']",True,1,1,21,692
9,6,d396617f8d34e1100febd7cd446e790a,45.51871924623225,-73.69875401258469,Grenet / Poirier,2023-07-28T20:56:21.168000Z,2,True,1690577541,"['creditcard', 'key']",True,1,1,15,860
16,10,fccc47cfce1447df0ad26a52c8702dd6,45.58661042838809,-73.52969169616699,IUSMM (Georges-Villeneuve),2023-07-28T20:56:21.326000Z,0,True,1690577583,"['creditcard', 'key']",True,1,1,27,826
10,5,8326ad85524fa7fa9e741b0cc595d098,45.51431824920811,-73.70799824595451,Square Nelligan (des Appalaches / Alexis-Nihon),2023-07-28T20:56:20.829000Z,1,True,1690577611,"['creditcard', 'key']",True,1,1,15,854
11,4,99225e1b15b81b48a3eab08fd447ecca,45.48274245886277,-73.63497912883759,Parc MacDonald (Clanranald / Isabella),2023-07-28T20:56:20.933000Z,1,True,1690577320,"['creditcard', 'key']",True,1,1,15,706
15,9,0d4d6ab1ff41bf892ecbb0e09a8e2f40,45.55970526805903,-73.55155438184738,La Tour de Montréal (Pierre-de-Coubertin / Bennett),2023-07-28T20:56:20.973000Z,0,True,1690577637,"['creditcard', 'key']",True,1,1,25,798
11,4,4bc7ec27e8646cc8b33932be911bef47,45.43993803436114,-73.68146234754022,St-Antoine / 19e avenue,2023-07-28T20:56:21.361000Z,1,True,1690577571,"['creditcard', 'key']",True,1,1,15,722
9,8,e335f2f5ad674c200bb9795ee863749c,45.53946063965585,-73.57605636119843,Messier / St-Joseph,2023-07-28T20:56:21.052000Z,1,True,1690577672,"['creditcard', 'key']",True,1,1,17,752
23,5,30efd061ab22a0caa3dc67f5e027154e,45.5121682576952,-73.55481594800949,Square Viger (Berri / Viger),2023-07-28T20:56:21.137000Z,0,True,1690577751,"['creditcard', 'key']",True,1,1,30,839
31,2,76d6ac391db2e789d1696e32fccf92f6,45.526991277453526,-73.55821162462234,Dorion / Ontario,2023-07-28T20:56:20.792000Z,0,True,1690577626,"['creditcard', 'key']",True,1,1,35,108
36,0,fc65618ae7237066d294ca905b721a7d,45.5291345371163,-73.55923354625702,Larivière / de Lorimier,2023-07-28T20:56:20.896000Z,0,True,1690577710,"['creditcard', 'key']",True,1,1,39,136
27,6,3e138c9acff07bff5f9e684c01bc564f,45.50531166520915,-73.56089115142822,Viger / Chenneville,2023-07-28T20:56:20.807000Z,0,True,1690577522,"['creditcard', 'key']",True,1,1,34,34
19,8,0d4eff17975078517d6779b678d99fa3,45.52097057660443,-73.5499919950962,René-Lévesque / Papineau,2023-07-28T20:56:20.845000Z,0,True,1690577680,"['creditcard', 'key']",True,1,1,29,95
12,7,500c120794c1aa9d469e7790733beb68,45.52836601591233,-73.55117082595825,Logan / Fullum,2023-07-28T20:56:20.847000Z,0,True,1690577630,"['creditcard', 'key']",True,1,1,19,97
13,4,4d789cbd45c1e79cdcf0df4fb1ef3e4a,45.491686521008035,-73.57676714658737,Joseph-Manseau / René-Lévesque,2023-07-28T20:56:20.945000Z,2,True,1690577478,"['creditcard', 'key']",True,1,1,19,80
13,6,626d82ddcbbfc81da586433f143130fe,45.53061161207863,-73.54911457747221,Logan / d'Iberville,2023-07-28T20:56:21.297000Z,0,True,1690577430,"['creditcard', 'key']",True,1,1,19,111
22,5,ebf264e5f3baddba6e40eba2fe7351e7,45.53456256501449,-73.55478646466509,du Havre / de Rouen,2023-07-28T20:56:21.297000Z,0,True,1690577553,"['creditcard', 'key']",True,1,1,27,110
2,16,cecb49c91023c7469470569da814659e,45.50206,-73.56295,Square Victoria (Viger / du Square-Victoria),2023-07-28T20:56:21.397000Z,0,True,1690577702,"['creditcard', 'key']",True,1,1,19,42
24,25,69f583a85e1a83b443c203b781bfc0c9,45.50038,-73.57507,Métro Peel (de Maisonneuve / Stanley),2023-07-28T20:56:21.052000Z,1,True,1690577745,"['creditcard', 'key']",True,1,1,49,62
3,15,67e9107a618d74937eb2e16f38e818e7,45.50459069556304,-73.55918794870377,St-Antoine / St-François-Xavier,2023-07-28T20:56:20.804000Z,1,True,1690577604,"['creditcard', 'key']",True,1,1,18,30
21,8,7efdfc0229daac74cfa58a8a39d13ac2,45.50631445605528,-73.55967122894072,Métro Place-d'Armes (Viger / St-Urbain),2023-07-28T20:56:20.803000Z,0,True,1690577687,"['creditcard', 'key']",True,1,1,29,31
20,1,4a754bbdf7514d1e8e49d394cc5b10a8,45.52809995527671,-73.58843871625139,Métro Laurier (Berri / Laurier),2023-07-28T20:56:20.895000Z,0,True,1690577609,"['creditcard', 'key']",True,1,1,23,137
17,6,b9d14281ceeaf9913a820adab2e125c6,45.51613214980722,-73.56049686670303,St-Hubert / de Maisonneuve (nord),2023-07-28T20:56:20.749000Z,0,True,1690577632,"['creditcard', 'key']",True,1,1,23,594
20,3,7a50f09abc2d0051cefd3510ca4f6af8,45.538859462962286,-73.5528177022934,de Rouen / Lespérance,2023-07-28T20:56:20.844000Z,0,True,1690577758,"['creditcard', 'key']",True,1,1,23,92
18,0,249f1231d93aa589fc7d85b327cfbdc8,45.52479,-73.56545,Calixa-Lavallée / Sherbrooke,2023-07-28T20:56:20.870000Z,0,True,1690576277,"['creditcard', 'key']",True,1,1,19,147
19,4,ac4e6691d6abacc0db1730d36a2f3bca,45.522425652788634,-73.57418417930603,St-Hubert / Duluth,2023-07-28T20:56:21.013000Z,2,True,1690577533,"['creditcard', 'key']",True,1,1,23,177
13,5,420abce19f97c69126eea1d8aab0968b,45.52141314643908,-73.58498811721802,de Bullion / du Mont-Royal,2023-07-28T20:56:21.022000Z,4,True,1690577567,"['creditcard', 'key']",True,1,1,19,182
18,5,437c8c76473b5f3e273c27b185aee25c,45.5333136054992,-73.58373686671257,de Lanaudière / Laurier,2023-07-28T20:56:21.217000Z,0,True,1690577726,"['creditcard', 'key']",True,1,1,23,164
10,10,1954f2959d994dd5afe91077c4f446bc,45.51922631024093,-73.57718793155072,Laval / Duluth,2023-07-28T20:56:21.242000Z,3,True,1690577667,"['creditcard', 'key']",True,1,1,23,217
1,22,8e960ee01aeaabf154ed0de7706cba84,45.518967223320054,-73.5836161673069,Vallières / St-Laurent,2023-07-28T20:56:21.244000Z,2,True,1690577173,"['creditcard', 'key']",True,1,1,23,215
1,21,e59b690dd831bd4a6e8637c8dccd306b,45.515132275425785,-73.58105599880219,Duluth / de l'Esplanade,2023-07-28T20:56:21.246000Z,2,True,1690577764,"['creditcard', 'key']",True,1,1,23,210
9,2,297634971ea031c479814effbe61ad09,45.535295480380306,-73.55116009712219,Hogan / Ontario,2023-07-28T20:56:21.295000Z,0,True,1690577449,"['creditcard', 'key']",True,1,1,11,117
19,0,1d33d8f2ef82be88498c6314d7d4c457,45.52330366033427,-73.55799973011017,la Fontaine / Alexandre-de-Sève,2023-07-28T20:56:21.299000Z,0,True,1690576963,"['creditcard', 'key']",True,1,1,19,112
25,9,0c1e06741c10b812a0cef5265fa4f76f,45.50373771539475,-73.56948494911194,Ste-Catherine / Union,2023-07-28T20:56:21.312000Z,2,True,1690577712,"['creditcard', 'key']",True,1,1,34,426
11,10,f287b99d3b1011f3ce2a2db77e0feee9,45.53413436610844,-73.57352435588837,Chabot / Mont-Royal,2023-07-28T20:56:21.369000Z,1,True,1690577603,"['creditcard', 'key']",True,1,1,23,152
21,1,c5694913d65dff9dc611210fa4aeb71f,45.52966629503036,-73.56733649969101,Gauthier / Papineau,2023-07-28T20:56:20.900000Z,1,True,1690577593,"['creditcard', 'key']",True,1,1,23,138
18,4,7ade71dc0f1e89d5e60fa41449efd516,45.53711414,-73.5710031,Messier / du Mont-Royal,2023-07-28T20:56:21.367000Z,0,True,1690577501,"['creditcard', 'key']",True,1,1,22,150
9,3,d7f6bfbc28cb883fec3bf8652faf9e52,45.5223645775784,-73.58414590358734,Laval / du Mont-Royal,2023-07-28T20:56:21.023000Z,0,True,1690577750,"['creditcard', 'key']",True,1,1,15,183
7,17,650b371db12a750bd2db8da8ecfa0890,45.50928678961862,-73.57101917266846,Jeanne-Mance / Sherbrooke,2023-07-28T20:56:21.108000Z,2,True,1690577459,"['creditcard', 'key']",True,1,1,25,122
7,10,1013ec013026d8e51b4e126c5c72c5c8,45.52723106564012,-73.58672618865965,Métro Laurier (Berri / St-Joseph),2023-07-28T20:56:21.283000Z,5,True,1690577768,"['creditcard', 'key']",True,1,1,18,537
18,5,49cad2719afe59f68c6dd729408e7ab5,45.527009334270645,-73.58576595783234,Pontiac / Gilford,2023-07-28T20:56:20.765000Z,0,True,1690577170,"['creditcard', 'key']",True,1,1,23,190
21,1,f841f00a51ce7d08ecd1ec2f960bfd83,45.53036486555959,-73.58439266681671,Christophe-Colomb / St-Joseph,2023-07-28T20:56:20.768000Z,1,True,1690577265,"['creditcard', 'key']",True,1,1,23,270
15,3,ee8bc16d40f2c44ec8a99670f13b7646,45.53582823686429,-73.57869029045105,Cartier / St-Joseph,2023-07-28T20:56:21.221000Z,1,True,1690577496,"['creditcard', 'key']",True,1,1,19,161
4,19,04f6eaaa0d7993020973687c13f41663,45.533705987798946,-73.55217933654784,Métro Frontenac (Ontario / du Havre),2023-07-28T20:56:20.793000Z,1,True,1690577465,"['creditcard', 'key']",True,1,1,23,109
21,3,96a5e4d69af8dd5259395b6843a6f252,45.51908,-73.5727,Roy / St-Denis,2023-07-28T20:56:21.015000Z,1,True,1690577763,"['creditcard', 'key']",True,1,1,26,174
2,13,d57940b77a62f7a447df3d64a43c6792,45.527041096087785,-73.59347056655677,Maguire / Henri-Julien,2023-07-28T20:56:21.099000Z,3,True,1690577625,"['creditcard', 'key']",True,1,1,19,540
2,25,4bf11b420dd6c5e710eb76bca801bea0,45.532513956311426,-73.58481109142303,Laurier / de Brébeuf,2023-07-28T20:56:21.218000Z,3,True,1690577764,"['creditcard', 'key']",True,1,1,31,165
18,5,4c6ee625de158c398332f0bce7a5ee9f,45.52795093787009,-73.59502326697111,Henri-Julien / du Carmel,2023-07-28T20:56:21.080000Z,3,True,1690577748,"['creditcard', 'key']",True,1,1,23,78
16,2,e808e34ff5776ce71318665babc70571,45.5380207402854,-73.58352363109587,Cartier / Masson,2023-07-28T20:56:21.098000Z,2,True,1690577327,"['creditcard', 'key']",True,1,1,19,543
18,0,a3a7c5013570835afae29db254bcf8a9,45.53147464147482,-73.59242051839828,Parc Ludger-Duvernay (St-André / St-Hubert),2023-07-28T20:56:21.006000Z,0,True,1690577357,"['creditcard', 'key']",True,1,1,19,452
14,9,00ee42c238d3bce0f34a30539810443f,45.527930077456865,-73.59183847904205,Boucher / St-Denis,2023-07-28T20:56:20.767000Z,6,True,1690577473,"['creditcard', 'key']",True,1,1,23,192
10,8,b299bc3f5212ba3e717cf5916ce62b37,45.522402573414084,-73.58117669820786,Drolet / Marie-Anne,2023-07-28T20:56:20.898000Z,1,True,1690577762,"['creditcard', 'key']",True,1,1,19,134
8,4,ef7c8f1ab4e9ee9afcdc3c837ea509b9,45.52435318759273,-73.57596650719643,St-André / Rachel,2023-07-28T20:56:21.012000Z,1,True,1690577691,"['creditcard', 'key']",True,1,1,15,178
31,4,1f04b0f13e33b5717822c81f41e60263,45.514866433022796,-73.58475860237377,Parc Jeanne-Mance (monument à sir George-Étienne Cartier),2023-07-28T20:56:21.243000Z,1,True,1690577754,"['creditcard', 'key']",True,1,1,43,214
8,13,cf46557eb890581a5631cafc7b9a2bba,45.521564270906616,-73.57036739587784,Roy / St-André,2023-07-28T20:56:21.397000Z,7,True,1690577722,"['creditcard', 'key']",True,1,1,23,43
19,0,db103ab89d18b15ecbf162aafa67416d,45.5330129192707,-73.58128666877745,Garnier / St-Joseph,2023-07-28T20:56:21.221000Z,0,True,1690577131,"['creditcard', 'key']",True,1,1,19,160
10,8,4984b46a75d13daa84ced2e45505e4ac,45.521495731487576,-73.5968267172575,de l'Esplanade / Fairmount,2023-07-28T20:56:20.766000Z,2,True,1690577498,"['creditcard', 'key']",True,1,1,19,193
3,18,05415b92d6d4fa2364f0151216f4386c,45.523026476635074,-73.60184043645859,Jeanne-Mance / St-Viateur,2023-07-28T20:56:21.350000Z,1,True,1690577669,"['creditcard', 'key']",True,1,1,23,227
17,3,d3a51b0b1043d0371d4803848c5489aa,45.52451761488783,-73.57197672128677,du Parc-La Fontaine / Duluth,2023-07-28T20:56:20.872000Z,3,True,1690577504,"['creditcard', 'key']",True,1,1,22,145
5,17,6b5c2cf446547534e31119d37da9dcb9,45.52751292628879,-73.59879076480864,Casgrain / St-Viateur,2023-07-28T20:56:21.287000Z,9,True,1690577625,"['creditcard', 'key']",True,1,1,23,532
17,4,61913f1d35736d6e9931720b2da53fcd,45.52361490311454,-73.59245739877223,St-Dominique / Laurier,2023-07-28T20:56:20.752000Z,3,True,1690577705,"['creditcard', 'key']",True,1,1,23,294
12,9,17f0bf69fcab6325e7b61d7d64abdc27,45.52404631813311,-73.59015061847458,de Bullion / St-Joseph,2023-07-28T20:56:20.761000Z,2,True,1690577605,"['creditcard', 'key']",True,1,1,23,195
23,0,0daffa0f2290fcf3a58b579d914c16cc,45.52557815939422,-73.59285570681095,de Gaspé / Fairmount,2023-07-28T20:56:20.762000Z,0,True,1690577474,"['creditcard', 'key']",True,1,1,23,194
5,17,510a14e4eb76249f0477e2256b4eedd7,45.52348082760688,-73.58732756238169,de l'Hôtel-de-Ville / Villeneuve,2023-07-28T20:56:21.063000Z,0,True,1690577165,"['creditcard', 'key']",True,1,1,23,201
12,11,8dfcd2d833a194d09c77461eb0546343,45.52574657625029,-73.59033644199371,Henri-Julien / Laurier,2023-07-28T20:56:21.100000Z,1,True,1690577216,"['creditcard', 'key']",True,1,1,23,546
19,1,548d982f0a3ef288c42eb4e689272c61,45.53543,-73.5822,Marquette / Laurier,2023-07-28T20:56:21.223000Z,0,True,1690577621,"['creditcard', 'key']",True,1,1,27,163
26,0,ed38025541fc9ef1a0a96c118bd9628b,45.50936142835129,-73.57386365532875,Milton / du Parc,2023-07-28T20:56:21.065000Z,0,True,1690577757,"['creditcard', 'key']",True,1,1,31,203
11,7,939bd527ead0d30a6cee8299ce215e7f,45.5238561444472,-73.60012650489807,Waverly / St-Viateur,2023-07-28T20:56:21.351000Z,3,True,1690577652,"['creditcard', 'key']",True,1,1,19,226
16,1,c00fd4c69708587e21968504c270e8c4,45.53611005443118,-73.5762870311737,de Bordeaux / Gilford,2023-07-28T20:56:21.057000Z,0,True,1690577509,"['creditcard', 'key']",True,1,1,19,320
17,1,fcdb13ffead3bb13cd5a1080fe953b48,45.53898439552301,-73.5824453830719,de Bordeaux / Masson,2023-07-28T20:56:20.763000Z,1,True,1690577575,"['creditcard', 'key']",True,1,1,19,197
6,12,202f7da35f952703f25808c13ef16abe,45.5198946757576,-73.59682738780975,Labadie / du Parc,2023-07-28T20:56:20.860000Z,5,True,1690577593,"['creditcard', 'key']",True,1,1,19,550
22,1,6b566fd6a50d2693ee4c6a56bbf20b13,45.53650541861215,-73.56803923845291,Fullum / Marie-Anne,2023-07-28T20:56:21.100000Z,0,True,1690577542,"['creditcard', 'key']",True,1,1,23,541
2,17,dcf3b29b6fc30a0bc50964db1228f0d3,45.53640396516409,-73.57141345739365,Parthenais / du Mont-Royal,2023-07-28T20:56:21.366000Z,1,True,1690577528,"['creditcard', 'key']",True,1,1,23,151
11,1,39bb125f5342525e2cea093e9229bdcb,45.5251943015533,-73.59935637563467,Clark / St-Viateur,2023-07-28T20:56:20.759000Z,1,True,1690577648,"['creditcard', 'key']",True,1,1,14,199
0,11,052eb3e7422cdd1cdc5d555cf8d05c98,45.52062760607925,-73.57594907283782,Duluth  / St-Denis,2023-07-28T20:56:21.011000Z,4,True,1690577716,"['creditcard', 'key']",True,1,1,15,179
1,18,ed2dc14d5dca967b3acc6d04a86d3dd4,45.52562819123256,-73.58177483081818,Resther / du Mont-Royal,2023-07-28T20:56:21.026000Z,0,True,1690577731,"['creditcard', 'key']",True,1,1,23,187
12,12,b3595b16fa264069717263de34d8abab,45.526026565221414,-73.57785880565643,de Mentana / Marie-Anne,2023-07-28T20:56:21.030000Z,0,True,1690577765,"['creditcard', 'key']",True,1,1,27,188
14,3,f8a0ae729a9fb295579ee66a3a5c7066,45.50975858607626,-73.57610732316971,Hutchison / Prince-Arthur,2023-07-28T20:56:21.109000Z,0,True,1690577746,"['creditcard', 'key']",True,1,1,19,124
17,17,706aa9cbfdd3690017049a4f1239f340,45.51941,-73.58685,du Mont-Royal / Clark,2023-07-28T20:56:21.250000Z,15,True,1690577632,"['creditcard', 'key']",True,1,1,35,218
13,8,dce3a1ec07d63b448de172e7d72d0ac3,45.52428310031213,-73.6049484461546,Bernard / Jeanne-Mance,2023-07-28T20:56:21.260000Z,2,True,1690577697,"['creditcard', 'key']",True,1,1,23,286
4,18,8680c2c22674be06c18897967d07274d,45.52027633320609,-73.59497621666378,Jeanne-Mance / Laurier,2023-07-28T20:56:21.353000Z,7,True,1690577637,"['creditcard', 'key']",True,1,1,23,224
27,0,6687fb585a268ce2773a3bf177d018d1,45.508140959417744,-73.57492983341217,Milton / Durocher,2023-07-28T20:56:21.395000Z,0,True,1690577619,"['creditcard', 'key']",True,1,1,27,46
10,21,6830d20837ee0a702a0d46d406d28adc,45.513342512307055,-73.57301607728004,Clark / Prince-Arthur,2023-07-28T20:56:20.816000Z,3,True,1690577619,"['creditcard', 'key']",True,1,1,31,432
13,2,934c01777da99558c71fb7d884c0b0fd,45.53840340979245,-73.56196403503418,Bercy / Rachel,2023-07-28T20:56:20.897000Z,2,True,1690577480,"['creditcard', 'key']",True,1,1,15,135
8,13,5cfd60046a752b4509984dd7a4809b97,45.51825290855221,-73.5883381962776,de l'Esplanade / du Mont-Royal,2023-07-28T20:56:21.251000Z,3,True,1690577676,"['creditcard', 'key']",True,1,1,23,219
11,8,59558213efd32c716822b3e9e9570282,45.520188,-73.590559,Villeneuve / St-Urbain,2023-07-28T20:56:21.354000Z,1,True,1690577586,"['creditcard', 'key']",True,1,1,19,222
5,7,046de14b5741438fbdca56a59103a640,45.53636263222538,-73.55421245098114,de Rouen / Hogan,2023-07-28T20:56:21.272000Z,1,True,1690577171,"['creditcard', 'key']",True,1,1,15,265
15,3,427f2a0d1140f625f37362e57df8ddc8,45.527672646696104,-73.59738260507582,de Gaspé / St-Viateur,2023-07-28T20:56:21.097000Z,1,True,1690577759,"['creditcard', 'key']",True,1,1,19,542
1,9,2d115175567a8c88d4f82138687cda9e,45.527363,-73.607723,Waverly / Van Horne,2023-07-28T20:56:21.258000Z,6,True,1690577428,"['creditcard', 'key']",True,1,1,11,284
11,8,03ded6d6c0277b031f18feae9c518a75,45.531836726498305,-73.55348825454712,Poupart / Ontario,2023-07-28T20:56:21.298000Z,0,True,1690576726,"['creditcard', 'key']",True,1,1,19,113
6,8,bee62ce0ebdbbb977892fdd622bb6752,45.51748721436461,-73.59788417816162,Querbes / Laurier,2023-07-28T20:56:20.865000Z,7,True,1690577558,"['creditcard', 'key']",True,1,1,15,237
33,5,f579de6a5a33991af59a9ac22eee6f95,45.519266156911335,-73.5692971944809,Berri / Cherrier,2023-07-28T20:56:21.016000Z,1,True,1690577761,"['creditcard', 'key']",True,1,1,39,173
22,1,f6ab2306a49dab9b89f6c9b84ba9db2a,45.508566869474386,-73.57769787311554,Aylmer / Prince-Arthur,2023-07-28T20:56:21.101000Z,0,True,1690577670,"['creditcard', 'key']",True,1,1,23,547
7,7,39244374a5b3ce23cb1b770ca09bd40c,45.51825588419192,-73.60320568084717,Bloomfied / Elmwood,2023-07-28T20:56:21.160000Z,1,True,1690577390,"['creditcard', 'key']",True,1,1,15,389
6,13,636183b074c59d10b7ef068230b11fb9,45.5246829812827,-73.5788968205452,Marie-Anne / St-Hubert,2023-07-28T20:56:21.254000Z,0,True,1690577166,"['creditcard', 'key']",True,1,1,19,281
13,2,fccd62f25a7dcb4f43bf9a6a18e805be,45.52222528598142,-73.60668718814848,Durocher / Bernard,2023-07-28T20:56:21.284000Z,1,True,1690577737,"['creditcard', 'key']",True,1,1,15,535
20,6,d92d303481fd9aabbebf6b8f94872a15,45.5321322155395,-73.55876013636589,Fullum / de Rouen,2023-07-28T20:56:21.293000Z,0,True,1690577561,"['creditcard', 'key']",True,1,1,27,115
14,1,da210259ebf19775cc34bb29eaf25298,45.5367,-73.56081,Sherbrooke / Frontenac,2023-07-28T20:56:21.302000Z,1,True,1690577141,"['creditcard', 'key']",True,1,1,15,118
12,16,4cfa37d30555ab9641249939855931ed,45.516090801970655,-73.5701286792755,Square St-Louis (du Square St-Louis / Laval),2023-07-28T20:56:21.244000Z,0,True,1690577300,"['creditcard', 'key']",True,1,1,31,212
26,1,115474ece7fe0aa5e0a79e56b11b3c8c,45.52051578783967,-73.567695915699,St-André / Cherrier,2023-07-28T20:56:21.014000Z,0,True,1690577579,"['creditcard', 'key']",True,1,1,27,175
13,1,4ce15c387a972cba5e0f347686a5bed6,45.53292625574653,-73.56377989053726,Gauthier / Parthenais,2023-07-28T20:56:20.874000Z,0,True,1690577549,"['creditcard', 'key']",True,1,1,15,140
18,5,3e9e4f67f3381c248e404a31a444593e,45.5358215436799,-73.58710169792175,Garnier / St-Grégoire,2023-07-28T20:56:21.220000Z,1,True,1690577725,"['creditcard', 'key']",True,1,1,23,167
16,2,45f58d2bbe9530b531b4d156490598a5,45.52932643090091,-73.57480645179749,de Lanaudière / Marie-Anne,2023-07-28T20:56:21.126000Z,2,True,1690577708,"['creditcard', 'key']",True,1,1,19,316
23,5,59613e10c70abb20ad41e36aa5ecd727,45.53022106537559,-73.57699647545813,de Lanaudière / du Mont-Royal,2023-07-28T20:56:21.369000Z,1,True,1690577723,"['creditcard', 'key']",True,1,1,31,155
11,13,f4ecabed1cc5d24dc4d5641aba401496,45.527432126380575,-73.57991673052311,Boyer / du Mont-Royal,2023-07-28T20:56:21.217000Z,1,True,1690577718,"['creditcard', 'key']",True,1,1,27,169
13,3,b17c1462a40c242a182e48fe9202146c,45.53867,-73.56936,Chapleau / du Mont-Royal,2023-07-28T20:56:20.881000Z,1,True,1690577551,"['creditcard', 'key']",True,1,1,19,149
18,0,91999bda6f446db71f0ab1f18ebc4b23,45.515604257816335,-73.57213497161865,Parc de Bullion (de Bullion / Prince-Arthur),2023-07-28T20:56:21.374000Z,0,True,1690574750,"['creditcard', 'key']",True,1,1,19,609
17,2,f95c4b2a6cd2043afb97a5e167902488,45.52497706918177,-73.6106863617897,Hutchison / Van Horne,2023-07-28T20:56:21.258000Z,2,True,1690577394,"['creditcard', 'key']",True,1,1,19,285
11,16,24d6cf55dd9c36caa1aac57ea06d80d7,45.502053864057466,-73.57346534729004,de Maisonneuve / Mansfield (sud),2023-07-28T20:56:20.906000Z,0,True,1690577665,"['creditcard', 'key']",True,1,1,27,26
19,0,4de7379430623fca6d843562d1ce43e6,45.52974,-73.59527,Hélène-Baillargeon / St-Denis,2023-07-28T20:56:20.760000Z,0,True,1690575432,"['creditcard', 'key']",True,1,1,19,198
19,3,fc76ef32a2323d60d759e2229379418c,45.52793332015246,-73.60122251338906,St-Dominique / Bernard,2023-07-28T20:56:21.289000Z,1,True,1690576750,"['creditcard', 'key']",True,1,1,23,539
18,2,ff534fa61076a7bc3694dbc2ea26efaf,45.51069,-73.57805,Hutchison / des Pins,2023-07-28T20:56:21.069000Z,0,True,1690577749,"['creditcard', 'key']",True,1,1,22,206
23,0,c73445e90f1a3324b77d2c1fdb4d53e3,45.507076248365834,-73.57228517532349,Durocher / Sherbrooke,2023-07-28T20:56:20.859000Z,0,True,1690577047,"['creditcard', 'key']",True,1,1,23,551
18,8,77be8b3e222ca95757ab876157bb30dc,45.514524730294404,-73.56835573911665,de l'Hôtel-de-Ville / Sherbrooke,2023-07-28T20:56:20.914000Z,2,True,1690577618,"['creditcard', 'key']",True,1,1,27,401
15,1,469ae7d7a28665f3f945c3a1aa53cc0d,45.54124722370603,-73.59104454517365,Cartier / Rosemont,2023-07-28T20:56:21.116000Z,1,True,1690577078,"['creditcard', 'key']",True,1,1,19,417
16,7,638db20afe40bf00a77633fca8ebfee9,45.52022241072457,-73.62985610961914,Graham / Brookfield,2023-07-28T20:56:21.169000Z,0,True,1690577234,"['creditcard', 'key']",True,1,1,23,605
10,9,0dcaca1327f9e25a991cda59b2f33ac5,45.52588991809354,-73.65003436803818,Brittany / Ainsley,2023-07-28T20:56:21.401000Z,6,True,1690577230,"['creditcard', 'key']",True,1,1,19,5
14,1,cbd672a65f66f7bfa419431d60aea030,45.514918954061876,-73.61968517303467,Parc Pratt (Dunlop / Van Horne),2023-07-28T20:56:21.357000Z,1,True,1690568197,"['creditcard', 'key']",True,1,1,15,391
7,12,39dfbf1650c05e4f21a3b196818c4d71,45.53341043363302,-73.60112428665161,de Bellechasse / de St-Vallier,2023-07-28T20:56:20.775000Z,4,True,1690577709,"['creditcard', 'key']",True,1,1,19,279
7,23,2c9020413f1e9874756f0d7fcc743307,45.53226461018495,-73.6110632121563,St-Dominique / St-Zotique,2023-07-28T20:56:20.989000Z,5,True,1690577640,"['creditcard', 'key']",True,1,1,31,243
8,17,4fa269879d40657ffbab12fdb2c851cc,45.546661109634606,-73.58868420124054,Louis-Hébert / de Bellechasse,2023-07-28T20:56:21.268000Z,3,True,1690577743,"['creditcard', 'key']",True,1,1,26,262
9,4,f196e6edd4bbd2457f2b3b90f7566aaf,45.522544455627866,-73.59346926212311,Clark / Laurier,2023-07-28T20:56:20.815000Z,2,True,1690577734,"['creditcard', 'key']",True,1,1,15,437
